"","kingdom","phylum","class","order","family","genus","species"
"2713256",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Arthrobacter phage Abba"
"1327935",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Cronobacter phage S13"
"2500827",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Acinetobacter phage AbTZA1"
"1049283",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Acinetobacter phage ZZ1"
"2178927",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Acinetobacter phage AM101"
"1141138",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Cronobacter phage vB_CsaM_GAP161"
"1636250",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Proteus phage vB_PmiM_Pm5461"
"926067",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Aeromonas phage PX29"
"2024208",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Aeromonas phage AS-zj"
"762660",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Acinetobacter phage Ac42"
"2560446",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Escherichia virus HY03"
"2049937",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Escherichia virus HY01"
"1985339",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Slopekvirus","Klebsiella virus Matisse"
"1985336",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Slopekvirus","Enterobacter virus Eap3"
"1985342",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Moonvirus","Citrobacter virus Moon"
"2560451",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Mosigvirus","Escherichia virus PhAPEC2"
"1914155",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Mosigvirus","Escherichia virus HX01"
"2560444",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Krischvirus","Escherichia virus GEC3S"
"1852625",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Jiaodavirus","Klebsiella phage vB_KpnM_KpV477"
"115991",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Escherichia virus RB43"
"1914899",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Certrevirus","Cronobacter virus CR9"
"1914854",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Vequintavirus","Escherichia virus JES2013"
"2560440",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Avunavirus","Escherichia virus Av05"
"2678601",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Erwinia phage Hena1"
"261726",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Hapunavirus","Vibrio virus VP882"
"2734105",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Eponavirus","Faecalibacterium virus Epona"
"990550",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Fletchervirus","Campylobacter virus CP81"
"1190451",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Firehammervirus","Campylobacter virus CP21"
"1084719",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Bacillus virus G"
"2734140",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Salacisavirus","Prochlorococcus virus PSSM2"
"2734116",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Llyrvirus","Synechococcus virus SSKS1"
"2560545",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Alcyoneusvirus","Klebsiella virus RaK2"
"2560628",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Mimasvirus","Pectinobacterium virus CBB"
"2560436",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Asteriusvirus","Escherichia virus 121Q"
"2560463",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Asteriusvirus","Escherichia virus PBECO4"
"1984787",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Elvirus","Pseudomonas virus EL"
"998086",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Phikzvirus","Pseudomonas phage PhiPA3"
"198110",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Phikzvirus","Pseudomonas phage 201phi2-1"
"1985290",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Suspvirus","Escherichia virus SUSP1"
"1965379",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Felixounavirus","Escherichia virus JH2"
"2560286",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Polybotosvirus","Agrobacterium virus Atuph07"
"1493512",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Acionnavirus","Synechococcus phage ACG-2014g"
"754038",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Acionnavirus","Synechococcus phage S-CAM8"
"2734078",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Acionnavirus","Synechococcus virus SMbCM100"
"1921410",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Pakpunavirus","Pseudomonas virus JG004"
"1815521",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Libanvirus","Synechococcus phage S-WAM1"
"2734115",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Libanvirus","Prochlorococcus virus PTIM40"
"2734111",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Kanaloavirus","Synechococcus virus SCAM9"
"2734080",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Alexandravirus","Dickeya virus AD1"
"2734081",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Alexandravirus","Erwinia virus Alexandra"
"2734158",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Yoloswagvirus","Erwinia virus Yoloswag"
"2560700",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Ripduovirus","Ralstonia virus RP12"
"869662",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Nerrivikvirus","Synechococcus phage S-RIM2 R1_1999"
"2734152",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Vellamovirus","Synechococcus virus SRIM44"
"555387",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Cymopoleiavirus","Synechococcus phage S-RSM4"
"444860",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Bellamyvirus","Synechococcus phage S-SM2"
"2734095",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Bellamyvirus","Synechococcus virus Bellamy"
"2734127",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Palaemonvirus","Prochlorococcus virus PSSM7"
"2734088",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Aurunvirus","Synechococcus virus STIM5"
"2560751",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Eneladusvirus","Serratia virus BF"
"2560833",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tidunavirus","Vibrio virus VP4B"
"1605379",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Saclayvirus","Acinetobacter phage vB_AbaM_phiAbaA1"
"2560802",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tijeunavirus","Tetrasphaera virus TJE1"
"2734110",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Heilongjiangvirus","Lactobacillus virus Lb"
"1915207",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Obolenskvirus","Acinetobacter virus AB2"
"2734134",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Pontusvirus","Synechococcus virus Syn19"
"2734147",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tefnutvirus","Synechococcus virus SIOM18"
"2734083",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Anaposvirus","Synechococcus virus SCAM1"
"2734094",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Barbavirus","Rheinheimera virus Barba8S"
"2169882",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Erskinevirus","Erwinia virus Asesino"
"2734129",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Phabquatrovirus","Bordetella virus PHB04"
"2560680",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Otagovirus","Pseudomonas virus Psa374"
"2734089",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Baikalvirus","Pseudomonas virus PaBG"
"1195085",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Derbicusvirus","Cronobacter phage CR5"
"2560302",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Radnorvirus","Arthrobacter virus Colucci"
"2560261",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Busanvirus","Acidovorax virus ACP17"
"2560434",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Iapetusvirus","Erwinia virus EaH1"
"2560269",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Metrivirus","Acinetobacter virus ME3"
"10683",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",NA,"Bacillus virus PBS1"
"2560671",NA,"Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Noxifervirus","Pseudomonas virus Noxifer"
"1918005",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Bequatrovirus","Bacillus virus B4"
"1918006",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Bequatrovirus","Bacillus virus Bigbertha"
"1837830",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Wphvirus","Bacillus phage SalinJah"
"1805948",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Wphvirus","Bacillus phage DIGNKC"
"2560329",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Wphvirus","Bacillus virus BPS10C"
"1922328",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Wphvirus","Bacillus virus WPh"
"1985182",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Tsarbombavirus","Bacillus virus BCP78"
"1985180",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Caeruleovirus","Bacillus virus JBP901"
"2560334",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",NA,"Bacillus virus Moonbeam"
"1924730",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Kayvirus","Staphylococcus virus SA12"
"1924733",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Kayvirus","Staphylococcus virus MCE2014"
"1980930",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Sepunavirus","Staphylococcus virus SEP1"
"55510",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Twortvirus","Staphylococcus virus Twort"
"2042206",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Silviavirus","Staphylococcus virus Stau2"
"1857890",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Silviavirus","Staphylococcus virus Remus"
"2510942",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",NA,"Lactobacillus phage 521B"
"2041210",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",NA,"Lactobacillus phage LpeD"
"1567484",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",NA,"Lactobacillus phage LfeInf"
"632112",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",NA,"Lactobacillus virus Lb338-1"
"2734044",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Schiekvirus","Enterococcus virus EFP01"
"1918724",NA,"Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae","Siminovitchvirus","Bacillus virus Shanette"
"2699738",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Cronobacter phage vB_CsaP_009"
"1563661",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Delftia phage RG-2014"
"1450749",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"IAS virus"
"1327990",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Cellulophaga phage phi14:2"
"1283077",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Pelagibacter phage HTVC010P"
"926066",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Clostridium phage CpV1"
"2108116",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Xanthomonas phage RiverRider"
"1235689",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Pseudomonas phage AF"
"1406780",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Acinetobacter phage Presley"
"1958919",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Pectobacterium phage vB_PatP_CB4"
"2591033",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Aeromonas phage LAh9"
"2315470",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Bacillus phage vB_BthP-Goe4"
"2604899",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Pseudomonas phage Zuri"
"1874002",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Bacillus phage Stitch"
"1874000",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Bacillus phage Aurora"
"279280",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Ryyoungvirus","Burkholderia virus BcepC6B"
"2596966",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Ithacavirus","Klebsiella phage KpCHEMY26"
"2419682",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Ithacavirus","Klebsiella phage Pylas"
"2170215",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Ithacavirus","Escherichia virus Pollock"
"2178928",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Johnsonvirus","Erwinia phage phiEaP-8"
"388452",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",NA,"Lactococcus virus KSY1"
"2732591",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Andhravirus","Staphylococcus virus Andhra"
"2736266",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Salasvirus","Bacillus phage Gxv1"
"2591398",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Salasvirus","Bacillus phage Karezi"
"2734188",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Skarprettervirus","Escherichia virus Skarpretter"
"10752",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Enquatrovirus","Escherichia virus N4"
"1920761",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Gamaleyavirus","Shigella virus Sb1"
"1920763",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Litunavirus","Pseudomonas virus LIT1"
"1922331",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Enhodamvirus","Vibrio virus VP2"
"2560299",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Jasminevirus","Arthrobacter virus Adat"
"1982596",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Luzseptimavirus","Pseudomonas virus LUZ7"
"754046",NA,"Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Baltimorevirus","Sulfitobacter phage phiCB2047-B"
"2732027",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Epseptimavirus","Salmonella virus S124"
"2732034",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Epseptimavirus","Salmonella virus STG2"
"10726",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Tequintavirus","Escherichia virus T5"
"2732036",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Haartmanvirus","Yersinia virus phiR201"
"2733996",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Pogseptimavirus","Vibrio virus PG07"
"2733997",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Pogseptimavirus","Vibrio virus VspSw1"
"2560835",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Vipunavirus","Vibrio virus pVp1"
"2060093",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Cetovirus","Vibrio virus Thalassa"
"2060092",NA,"Uroviricota","Caudoviricetes","Caudovirales","Demerecviridae","Cetovirus","Vibrio virus Ceto"
"2732782",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Berlinvirus","Pectobacterium virus PP74"
"2733629",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Jarilovirus","Pectobacterium virus Jarilo"
"2733656",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Pifdecavirus","Pseudomonas virus 22PfluR64PP"
"2733685",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Przondovirus","Klebsiella virus SHKp152410"
"1980957",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Drulisvirus","Klebsiella virus KpV71"
"2733604",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Drulisvirus","Klebsiella virus KpV74"
"2733944",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Pelagivirus","Pelagibacter virus HTVC019P"
"2733945",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Pelagivirus","Pelagivirus S35C6"
"2733916",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Gajwadongvirus","Escherichia virus ECBP5"
"2733939",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Paadamvirus","Rhizobium virus RHEph01"
"2733897",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Cheungvirus","Prochlorococcus virus NATL1A7"
"2733937",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Nohivirus","Nohivirus S31C1"
"2733928",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Kembevirus","Synechococcus virus SCBP2"
"2733960",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Stopavirus","Pelagibacter virus HTVC011P"
"2733946",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Percyvirus","Caulobacter virus Percy"
"2733924",NA,"Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Kajamvirus","Synechococcus virus SRIP1"
"2731622",NA,"Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae","Taipeivirus","Escherichia virus KWBSE43-6"
"2169688",NA,"Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae","Taipeivirus","Serratia virus IME250"
"2686437",NA,"Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae",NA,"Vibrio phage vB_VchM_Kuja"
"2650877",NA,"Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae",NA,"Stenotrophomonas phage Mendera"
"2584487",NA,"Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae",NA,"Vibrio phage VAP7"
"2560453",NA,"Uroviricota","Caudoviricetes","Caudovirales","Drexlerviridae","Sertoctavirus","Escherichia virus SRT8"
"2496546",NA,"Uroviricota","Caudoviricetes","Caudovirales","Drexlerviridae","Badaguanvirus","Escherichia virus IME347"
"2734024",NA,"Uroviricota","Caudoviricetes","Caudovirales","Drexlerviridae","Tunavirus","Shigella virus 008"
"1981042",NA,"Uroviricota","Caudoviricetes","Caudovirales","Drexlerviridae","Webervirus","Klebsiella virus PKP126"
"50290",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Aotine betaherpesvirus 1"
"1535247",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Saimiriine betaherpesvirus 4"
"188763",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Panine betaherpesvirus 2"
"10359",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Human betaherpesvirus 5"
"2560568",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Macacine betaherpesvirus 9"
"32604",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B"
"1261657",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Muromegalovirus","Murid betaherpesvirus 8"
"548914",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Proboscivirus","Elephant endotheliotropic herpesvirus 4"
"10397",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae",NA,"Tupaiid betaherpesvirus 1"
"138184",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Macavirus","Alcelaphine gammaherpesvirus 2"
"1960249",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Macavirus","Suid gammaherpesvirus 3"
"106331",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","Callitrichine gammaherpesvirus 3"
"10376",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","Human gammaherpesvirus 4"
"2560468",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Percavirus","Felid gammaherpesvirus 1"
"1780507",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae",NA,"Myotis gammaherpesvirus 8"
"2003507",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Panine alphaherpesvirus 3"
"10353",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Saimiriine alphaherpesvirus 1"
"10325",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1"
"10345",NA,"Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Suid alphaherpesvirus 1"
"317878",NA,"Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Cyprinivirus","Cyprinid herpesvirus 2"
"150286",NA,"Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Cyprinivirus","Anguillid herpesvirus 1"
"1987509",NA,"Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Batrachovirus","Ranid herpesvirus 3"
"508441",NA,"Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Ictalurivirus","Ictalurid herpesvirus 2"
"10401",NA,"Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Ictalurivirus","Ictalurid herpesvirus 1"
"1513231",NA,"Peploviricota","Herviviricetes","Herpesvirales","Malacoherpesviridae","Aurivirus","Haliotid herpesvirus 1"
"261939",NA,"Peploviricota","Herviviricetes","Herpesvirales","Malacoherpesviridae","Ostreavirus","Ostreid herpesvirus 1"
"1917232","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Only Syngen Nebraska virus 5"
"380598","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Paramecium bursaria Chlorella virus AR158"
"381899","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Paramecium bursaria Chlorella virus A1"
"10506","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Paramecium bursaria Chlorella virus 1"
"2079134","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Dishui lake phycodnavirus 1"
"1586714","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Yellowstone lake phycodnavirus 2"
"1586713","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Yellowstone lake phycodnavirus 1"
"933845","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Bathycoccus sp. RCC1105 virus BpV"
"755272","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Micromonas pusilla virus 12T"
"373996","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Micromonas pusilla virus SP1"
"2023057","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae",NA,"Orpheovirus IHUMI-LCC2"
"1474867","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae",NA,"Aureococcus anophagefferens virus"
"455364","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae",NA,"Chrysochromulina ericina virus"
"251749","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prymnesiovirus","Phaeocystis globosa virus"
"181082","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Coccolithovirus","Emiliania huxleyi virus 86"
"97195","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Raphidovirus","Heterosigma akashiwo virus 01"
"39420","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Phaeovirus","Feldmannia species virus"
"1094892","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus","Megavirus chiliensis"
"1128151","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus","Mimivirus terra2"
"212035","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus","Acanthamoeba polyphaga mimivirus"
"1513235","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Cafeteriavirus","Cafeteria roenbergensis virus"
"985782","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae",NA,"Moumouvirus"
"1586712","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae",NA,"Yellowstone lake mimivirus"
"345198","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridescent virus 22"
"1301280","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridovirus 25"
"345585","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridescent virus 30"
"345201","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridescent virus 3"
"345195","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridescent virus 9"
"176652","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Iridovirus","Invertebrate iridescent virus 6"
