"","kingdom","phylum","class","order","family","genus","species"
"1053064","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cosmospora","Cosmospora arxii"
"2012010","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","Mariannaea sp."
"182845","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Calonectria","Calonectria ilicicola"
"5543","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"51453","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma reesei"
"5544","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma harzianum"
"101201","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma asperellum"
"58853","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma citrinoviride"
"63577","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atroviride"
"29875","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma virens"
"398673","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma gamsii"
"337941","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma koningiopsis"
"49224","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma hamatum"
"702381","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma yunnanense"
"2768925","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma sp. REC-2020a"
"1929498","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma hongkongense"
"29852","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","Hypomyces aurantius"
"5131","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","Hypomyces chrysospermus"
"193393","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","Hypomyces subiculosus"
"45234","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps",NA
"73501","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps militaris"
"114497","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps fumosorosea"
"45847","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps tenuipes"
"89141","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps farinosa"
"5581","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA
"176275","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"468836","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium kalimantanense"
"93591","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium fungicola"
"468837","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium saksenae"
"2231603","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Akanthomyces","Akanthomyces muscarius"
"2204306","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Hevansia","Hevansia websteri"
"37998","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Parengyodontium","Parengyodontium album"
"500148","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium brunneum"
"92637","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium acridum"
"568076","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium robertsii"
"1649241","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium rileyi"
"1824753","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium sp. OTU039 AN-2016"
"5112","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe",NA
"35717","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe festucae"
"170559","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe aotearoae"
"5047","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe coenophiala"
"5113","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe typhina"
"447255","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe funkii"
"280754","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Pochonia","Pochonia chlamydosporia"
"696354","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Hypocrella","Hypocrella siamensis"
"153667","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Hypocrella","Hypocrella discoidea"
"1105340","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Orbiocrella","Orbiocrella petchii"
"40601","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps","Claviceps paspali"
"1649126","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Claviceps","Claviceps fimbristylidis"
"264952","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Paecilomyces","Paecilomyces penicillatus"
"1076432","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Purpureomyces","Purpureomyces khaoyaiensis"
"1094350","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Geosmithia","Geosmithia morbida"
"29856","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys rosea"
"267682","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Stilbocrea","Stilbocrea macrostoma"
"33203","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium","Purpureocillium lilacinum"
"42367","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella",NA
"111463","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella rhossiliensis"
"369263","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella vermicola"
"332947","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella minnesotensis"
"72228","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","Ophiocordyceps sinensis"
"1912256","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","Ophiocordyceps sp."
"29909","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium",NA
"29910","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","Tolypocladium inflatum"
"38002","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","Tolypocladium parasiticum"
"93589","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Drechmeria","Drechmeria balanoides"
"1505959","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hyaloseta","Hyaloseta nolinae"
"5044","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Acremonium","Acremonium chrysogenum"
"1321937","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Acremonium","Acremonium sp. 64 OA-2013"
"749674","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Acremonium","Acremonium fusidioides"
"5107","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Verticillium","Verticillium sp. (in: Hypocreales)"
"318858","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Cylindrium",NA
"1715234","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,"Hypocreales sp."
"1885597","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,"Entomomyces delphacidicola (nom. inval.)"
"2203296","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium","Sarocladium sp. 'schorii'"
"5455","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA
"690256","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum fructicola"
"474922","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides"
"5464","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum musae"
"690259","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense"
"80884","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum higginsianum"
"1209932","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum scovillei"
"306554","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum nymphaeae"
"343994","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum cereale"
"1209926","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum orchidophilum"
"5466","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum trifolii"
"290576","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum lindemuthianum"
"5462","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum lagenaria"
"2175846","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum cliviicola"
"1173701","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum sublineola"
"1036719","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA
"27337","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium dahliae"
"1051616","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium nonalfalfae"
"1051613","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium alfalfae"
"1302862","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces","Sodiomyces alkalinus"
"398408","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces","Sodiomyces alcalophilus"
"1929893","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella sp."
"563466","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","Scedosporium apiospermum"
"561152","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis","Scopulariopsis brevicaulis"
"41688","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lomentospora","Lomentospora prolificans"
"60496","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Thielaviopsis",NA
"1739117","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Phialophoropsis",NA
"714403","Fungi","Ascomycota","Sordariomycetes","Coronophorales","Nitschkiaceae","Coronophora","Coronophora gregaria"
"306126","Fungi","Ascomycota","Sordariomycetes","Coronophorales","Chaetosphaerellaceae","Crassochaeta","Crassochaeta nigrita"
"78579","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thermothelomyces","Thermothelomyces thermophilus"
"2587410","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thermothielavioides","Thermothielavioides terrestris"
"5144","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Podospora",NA
"48703","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Podospora","Podospora comata"
"2587412","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Podospora","Podospora anserina"
"38033","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium globosum"
"209285","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium thermophilum"
"904709","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium cochliodes"
"1934356","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus cupreus"
"2587399","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Floropilus","Floropilus chiversii"
"290626","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Trichocladium asperum"
"1395129","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,"uncultured Zopfiella"
"5140","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"5141","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa"
"40127","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora tetrasperma"
"29879","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora discreta"
"165293","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora sublineolata"
"5147","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria","Sordaria macrospora"
"573841","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria","Sordaria araneosa"
"27338","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Sordaria","Sordaria fimicola"
"100816","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,"Madurella","Madurella mycetomatis"
"48558","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia",NA
"318829","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae"
"148305","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia grisea"
"1578925","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia pennisetigena"
"36779","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces","Gaeumannomyces tritici"
"29908","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix schenckii"
"150359","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix insectorum"
"545651","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","Sporothrix globosa"
"226899","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Grosmannia","Grosmannia clavigera"
"5159","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma",NA
"330483","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Leptographium","Leptographium truncatum"
"522482","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Esteya","Esteya vermicola"
"223192","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","Phaeoacremonium minimum"
"5116","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae","Cryphonectria","Cryphonectria parasitica"
"305399","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae","Chrysoporthe",NA
"764597","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae","Chrysoporthe","Chrysoporthe deuterocubensis"
"54899","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe longicolla"
"1051872","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe sp. 1-27"
"158607","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe helianthi"
"622354","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Mazzantia","Mazzantia sp. 13F"
"2283852","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Coryneaceae","Coryneum","Coryneum castaneicola"
"529483","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Sydowiellaceae","Calosporella","Calosporella innesii"
"177207","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta mutabilis"
"91930","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta hoffmannii"
"2016743","Fungi","Ascomycota","Sordariomycetes","Phyllachorales","Telimenaceae","Telimena","Telimena bicincta"
"312340","Fungi","Ascomycota","Sordariomycetes","Xenospadicoidales","Xenospadicoidaceae","Lentomitella","Lentomitella cirrhosa"
"293433","Fungi","Ascomycota","Sordariomycetes","Annulatascales","Annulatascaceae","Ascitendus","Ascitendus austriacus"
"139957","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Striatosphaeria","Striatosphaeria codinaeophora"
"1293529","Fungi","Ascomycota","Sordariomycetes",NA,NA,"Cordana","Cordana terrestris"
"1093900","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Phialemoniopsis","Phialemoniopsis curvata"
"373688","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Polyancora","Polyancora globosa"
"393283","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis fici"
"85828","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis microspora"
"755152","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis sp. 52Q"
"2482767","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Seiridium","Seiridium pezizoides"
"326645","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia","Daldinia childiae"
"1243767","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon","Hypoxylon pulicicidum"
